Logging in: /home/yf22/Transferred-Tickets-Wins/omp/runs/img-c100-resnet50-eps3-uns-p0.5-finetune
==> Preparing dataset cifar100..
Files already downloaded and verified
Files already downloaded and verified
=> loading checkpoint '/home/yf22/ResNet_ckpt/resnet50_l2_eps3.ckpt'
=> loaded checkpoint '/home/yf22/ResNet_ckpt/resnet50_l2_eps3.ckpt' (epoch 90)
[Replacing the last layer with 0 hidden layers and 1 classification layer that fits the cifar100 dataset.]
no weight for calculating sparsity
L1 Unstructured Pruning Start
L1 Unstructured Pruning Done!
* remain weight ratio =  50.0 %
remove pruning
=> loading checkpoint '/home/yf22/ResNet_ckpt/resnet50_l2_eps3.ckpt'
=> loaded checkpoint '/home/yf22/ResNet_ckpt/resnet50_l2_eps3.ckpt' (epoch 90)
[Replacing the last layer with 0 hidden layers and 1 classification layer that fits the cifar100 dataset.]
Dataset: cifar100 | Model: resnet50
Use SGD as the optimizer
/home/yf22/Transferred-Tickets-Wins/omp/my_robustness/train.py:25: UserWarning: Could not import amp.
  warnings.warn('Could not import amp.')

  0%|          | 0/782 [00:00<?, ?it/s]
Train Epoch:0 | Loss 4.6617 | NatPrec1 0.000 | NatPrec5 9.375 | Reg term: 0.0 ||:   0%|          | 0/782 [00:12<?, ?it/s]
Train Epoch:0 | Loss 4.6617 | NatPrec1 0.000 | NatPrec5 9.375 | Reg term: 0.0 ||:   0%|          | 0/782 [00:12<?, ?it/s]
Train Epoch:0 | Loss 4.6617 | NatPrec1 0.000 | NatPrec5 9.375 | Reg term: 0.0 ||:   0%|          | 1/782 [00:12<2:38:02, 12.14s/it]
Train Epoch:0 | Loss 4.6234 | NatPrec1 0.781 | NatPrec5 7.812 | Reg term: 0.0 ||:   0%|          | 1/782 [00:12<2:38:02, 12.14s/it]
Train Epoch:0 | Loss 4.6234 | NatPrec1 0.781 | NatPrec5 7.812 | Reg term: 0.0 ||:   0%|          | 1/782 [00:12<2:38:02, 12.14s/it]
Train Epoch:0 | Loss 4.6234 | NatPrec1 0.781 | NatPrec5 7.812 | Reg term: 0.0 ||:   0%|          | 2/782 [00:12<1:06:58,  5.15s/it]
Train Epoch:0 | Loss 4.6116 | NatPrec1 2.604 | NatPrec5 8.333 | Reg term: 0.0 ||:   0%|          | 2/782 [00:12<1:06:58,  5.15s/it]
Train Epoch:0 | Loss 4.6116 | NatPrec1 2.604 | NatPrec5 8.333 | Reg term: 0.0 ||:   0%|          | 2/782 [00:12<1:06:58,  5.15s/it]
Train Epoch:0 | Loss 4.6116 | NatPrec1 2.604 | NatPrec5 8.333 | Reg term: 0.0 ||:   0%|          | 3/782 [00:12<37:51,  2.92s/it]  
Train Epoch:0 | Loss 4.6055 | NatPrec1 1.953 | NatPrec5 7.812 | Reg term: 0.0 ||:   0%|          | 3/782 [00:12<37:51,  2.92s/it]
Train Epoch:0 | Loss 4.6055 | NatPrec1 1.953 | NatPrec5 7.812 | Reg term: 0.0 ||:   0%|          | 3/782 [00:12<37:51,  2.92s/it]
Train Epoch:0 | Loss 4.6055 | NatPrec1 1.953 | NatPrec5 7.812 | Reg term: 0.0 ||:   1%|          | 4/782 [00:12<24:11,  1.87s/it]
Train Epoch:0 | Loss 4.6202 | NatPrec1 2.500 | NatPrec5 7.812 | Reg term: 0.0 ||:   1%|          | 4/782 [00:13<24:11,  1.87s/it]
Train Epoch:0 | Loss 4.6202 | NatPrec1 2.500 | NatPrec5 7.812 | Reg term: 0.0 ||:   1%|          | 4/782 [00:13<24:11,  1.87s/it]
Train Epoch:0 | Loss 4.6202 | NatPrec1 2.500 | NatPrec5 7.812 | Reg term: 0.0 ||:   1%|          | 5/782 [00:13<16:38,  1.28s/it]
Train Epoch:0 | Loss 4.6279 | NatPrec1 2.344 | NatPrec5 7.552 | Reg term: 0.0 ||:   1%|          | 5/782 [00:13<16:38,  1.28s/it]
Train Epoch:0 | Loss 4.6279 | NatPrec1 2.344 | NatPrec5 7.552 | Reg term: 0.0 ||:   1%|          | 5/782 [00:13<16:38,  1.28s/it]
Train Epoch:0 | Loss 4.6279 | NatPrec1 2.344 | NatPrec5 7.552 | Reg term: 0.0 ||:   1%|          | 6/782 [00:13<12:06,  1.07it/s]
Train Epoch:0 | Loss 4.6305 | NatPrec1 2.009 | NatPrec5 6.920 | Reg term: 0.0 ||:   1%|          | 6/782 [00:13<12:06,  1.07it/s]
Train Epoch:0 | Loss 4.6305 | NatPrec1 2.009 | NatPrec5 6.920 | Reg term: 0.0 ||:   1%|          | 6/782 [00:13<12:06,  1.07it/s]
Train Epoch:0 | Loss 4.5917 | NatPrec1 3.125 | NatPrec5 9.250 | Reg term: 0.0 ||:   3%|▎         | 25/782 [00:18<03:15,  3.87it/s]
Train Epoch:0 | Loss 4.5878 | NatPrec1 3.125 | NatPrec5 9.375 | Reg term: 0.0 ||:   3%|▎         | 25/782 [00:18<03:15,  3.87it/s]
Train Epoch:0 | Loss 4.5878 | NatPrec1 3.125 | NatPrec5 9.375 | Reg term: 0.0 ||:   3%|▎         | 25/782 [00:18<03:15,  3.87it/s]
Train Epoch:0 | Loss 4.5878 | NatPrec1 3.125 | NatPrec5 9.375 | Reg term: 0.0 ||:   3%|▎         | 26/782 [00:18<03:15,  3.88it/s]
Train Epoch:0 | Loss 4.5849 | NatPrec1 3.009 | NatPrec5 9.433 | Reg term: 0.0 ||:   3%|▎         | 26/782 [00:18<03:15,  3.88it/s]
Train Epoch:0 | Loss 4.5849 | NatPrec1 3.009 | NatPrec5 9.433 | Reg term: 0.0 ||:   3%|▎         | 26/782 [00:18<03:15,  3.88it/s]
Train Epoch:0 | Loss 4.5849 | NatPrec1 3.009 | NatPrec5 9.433 | Reg term: 0.0 ||:   3%|▎         | 27/782 [00:18<03:14,  3.88it/s]
Train Epoch:0 | Loss 4.5823 | NatPrec1 2.958 | NatPrec5 9.542 | Reg term: 0.0 ||:   3%|▎         | 27/782 [00:19<03:14,  3.88it/s]
Train Epoch:0 | Loss 4.5823 | NatPrec1 2.958 | NatPrec5 9.542 | Reg term: 0.0 ||:   3%|▎         | 27/782 [00:19<03:14,  3.88it/s]
Train Epoch:0 | Loss 4.5823 | NatPrec1 2.958 | NatPrec5 9.542 | Reg term: 0.0 ||:   4%|▎         | 28/782 [00:19<03:14,  3.88it/s]
Train Epoch:0 | Loss 4.5794 | NatPrec1 3.017 | NatPrec5 9.591 | Reg term: 0.0 ||:   4%|▎         | 28/782 [00:19<03:14,  3.88it/s]
Train Epoch:0 | Loss 4.5794 | NatPrec1 3.017 | NatPrec5 9.591 | Reg term: 0.0 ||:   4%|▎         | 28/782 [00:19<03:14,  3.88it/s]
Train Epoch:0 | Loss 4.5794 | NatPrec1 3.017 | NatPrec5 9.591 | Reg term: 0.0 ||:   4%|▎         | 29/782 [00:19<03:15,  3.86it/s]
Train Epoch:0 | Loss 4.5769 | NatPrec1 3.021 | NatPrec5 9.792 | Reg term: 0.0 ||:   4%|▎         | 29/782 [00:19<03:15,  3.86it/s]
Train Epoch:0 | Loss 4.5769 | NatPrec1 3.021 | NatPrec5 9.792 | Reg term: 0.0 ||:   4%|▎         | 29/782 [00:19<03:15,  3.86it/s]
Train Epoch:0 | Loss 4.5769 | NatPrec1 3.021 | NatPrec5 9.792 | Reg term: 0.0 ||:   4%|▍         | 30/782 [00:19<03:14,  3.87it/s]
Train Epoch:0 | Loss 4.5741 | NatPrec1 3.075 | NatPrec5 9.829 | Reg term: 0.0 ||:   4%|▍         | 30/782 [00:19<03:14,  3.87it/s]
Train Epoch:0 | Loss 4.5741 | NatPrec1 3.075 | NatPrec5 9.829 | Reg term: 0.0 ||:   4%|▍         | 30/782 [00:19<03:14,  3.87it/s]
Train Epoch:0 | Loss 4.5741 | NatPrec1 3.075 | NatPrec5 9.829 | Reg term: 0.0 ||:   4%|▍         | 31/782 [00:19<03:13,  3.87it/s]
Train Epoch:0 | Loss 4.5706 | NatPrec1 3.271 | NatPrec5 10.156 | Reg term: 0.0 ||:   4%|▍         | 31/782 [00:20<03:13,  3.87it/s]
Train Epoch:0 | Loss 4.5706 | NatPrec1 3.271 | NatPrec5 10.156 | Reg term: 0.0 ||:   4%|▍         | 31/782 [00:20<03:13,  3.87it/s]
Train Epoch:0 | Loss 4.5706 | NatPrec1 3.271 | NatPrec5 10.156 | Reg term: 0.0 ||:   4%|▍         | 32/782 [00:20<03:14,  3.86it/s]
Train Epoch:0 | Loss 4.5654 | NatPrec1 3.409 | NatPrec5 10.369 | Reg term: 0.0 ||:   4%|▍         | 32/782 [00:20<03:14,  3.86it/s]
Train Epoch:0 | Loss 4.5654 | NatPrec1 3.409 | NatPrec5 10.369 | Reg term: 0.0 ||:   4%|▍         | 32/782 [00:20<03:14,  3.86it/s]
Train Epoch:0 | Loss 4.5654 | NatPrec1 3.409 | NatPrec5 10.369 | Reg term: 0.0 ||:   4%|▍         | 33/782 [00:20<03:13,  3.87it/s]
Train Epoch:0 | Loss 4.5615 | NatPrec1 3.447 | NatPrec5 10.754 | Reg term: 0.0 ||:   4%|▍         | 33/782 [00:20<03:13,  3.87it/s]
Train Epoch:0 | Loss 4.5615 | NatPrec1 3.447 | NatPrec5 10.754 | Reg term: 0.0 ||:   4%|▍         | 33/782 [00:20<03:13,  3.87it/s]
Train Epoch:0 | Loss 4.5615 | NatPrec1 3.447 | NatPrec5 10.754 | Reg term: 0.0 ||:   4%|▍         | 34/782 [00:20<03:13,  3.87it/s]
Train Epoch:0 | Loss 4.5618 | NatPrec1 3.393 | NatPrec5 10.714 | Reg term: 0.0 ||:   4%|▍         | 34/782 [00:20<03:13,  3.87it/s]
Train Epoch:0 | Loss 4.5618 | NatPrec1 3.393 | NatPrec5 10.714 | Reg term: 0.0 ||:   4%|▍         | 34/782 [00:20<03:13,  3.87it/s]
Train Epoch:0 | Loss 4.5618 | NatPrec1 3.393 | NatPrec5 10.714 | Reg term: 0.0 ||:   4%|▍         | 35/782 [00:20<03:12,  3.88it/s]
Train Epoch:0 | Loss 4.5595 | NatPrec1 3.385 | NatPrec5 11.024 | Reg term: 0.0 ||:   4%|▍         | 35/782 [00:21<03:12,  3.88it/s]
Train Epoch:0 | Loss 4.5595 | NatPrec1 3.385 | NatPrec5 11.024 | Reg term: 0.0 ||:   4%|▍         | 35/782 [00:21<03:12,  3.88it/s]
Train Epoch:0 | Loss 4.5595 | NatPrec1 3.385 | NatPrec5 11.024 | Reg term: 0.0 ||:   5%|▍         | 36/782 [00:21<03:12,  3.88it/s]
Train Epoch:0 | Loss 4.5569 | NatPrec1 3.336 | NatPrec5 11.022 | Reg term: 0.0 ||:   5%|▍         | 36/782 [00:21<03:12,  3.88it/s]
Train Epoch:0 | Loss 4.5569 | NatPrec1 3.336 | NatPrec5 11.022 | Reg term: 0.0 ||:   5%|▍         | 36/782 [00:21<03:12,  3.88it/s]
Train Epoch:0 | Loss 4.5569 | NatPrec1 3.336 | NatPrec5 11.022 | Reg term: 0.0 ||:   5%|▍         | 37/782 [00:21<03:11,  3.88it/s]
Train Epoch:0 | Loss 4.5542 | NatPrec1 3.413 | NatPrec5 11.266 | Reg term: 0.0 ||:   5%|▍         | 37/782 [00:21<03:11,  3.88it/s]
Train Epoch:0 | Loss 4.5542 | NatPrec1 3.413 | NatPrec5 11.266 | Reg term: 0.0 ||:   5%|▍         | 37/782 [00:21<03:11,  3.88it/s]
Train Epoch:0 | Loss 4.5542 | NatPrec1 3.413 | NatPrec5 11.266 | Reg term: 0.0 ||:   5%|▍         | 38/782 [00:21<03:11,  3.89it/s]
Train Epoch:0 | Loss 4.5499 | NatPrec1 3.686 | NatPrec5 11.699 | Reg term: 0.0 ||:   5%|▍         | 38/782 [00:21<03:11,  3.89it/s]
Train Epoch:0 | Loss 4.5499 | NatPrec1 3.686 | NatPrec5 11.699 | Reg term: 0.0 ||:   5%|▍         | 38/782 [00:21<03:11,  3.89it/s]
Train Epoch:0 | Loss 4.5499 | NatPrec1 3.686 | NatPrec5 11.699 | Reg term: 0.0 ||:   5%|▍         | 39/782 [00:21<03:11,  3.89it/s]
Train Epoch:0 | Loss 4.5464 | NatPrec1 3.672 | NatPrec5 11.914 | Reg term: 0.0 ||:   5%|▍         | 39/782 [00:22<03:11,  3.89it/s]
Train Epoch:0 | Loss 4.5464 | NatPrec1 3.672 | NatPrec5 11.914 | Reg term: 0.0 ||:   5%|▍         | 39/782 [00:22<03:11,  3.89it/s]
Train Epoch:0 | Loss 4.5464 | NatPrec1 3.672 | NatPrec5 11.914 | Reg term: 0.0 ||:   5%|▌         | 40/782 [00:22<03:10,  3.89it/s]
Train Epoch:0 | Loss 4.5452 | NatPrec1 3.659 | NatPrec5 12.005 | Reg term: 0.0 ||:   5%|▌         | 40/782 [00:22<03:10,  3.89it/s]
Train Epoch:0 | Loss 4.5452 | NatPrec1 3.659 | NatPrec5 12.005 | Reg term: 0.0 ||:   5%|▌         | 40/782 [00:22<03:10,  3.89it/s]
Train Epoch:0 | Loss 4.5452 | NatPrec1 3.659 | NatPrec5 12.005 | Reg term: 0.0 ||:   5%|▌         | 41/782 [00:22<03:10,  3.89it/s]
Train Epoch:0 | Loss 4.5436 | NatPrec1 3.720 | NatPrec5 12.165 | Reg term: 0.0 ||:   5%|▌         | 41/782 [00:22<03:10,  3.89it/s]
Train Epoch:0 | Loss 4.5436 | NatPrec1 3.720 | NatPrec5 12.165 | Reg term: 0.0 ||:   5%|▌         | 41/782 [00:22<03:10,  3.89it/s]
Train Epoch:0 | Loss 4.5436 | NatPrec1 3.720 | NatPrec5 12.165 | Reg term: 0.0 ||:   5%|▌         | 42/782 [00:22<03:11,  3.86it/s]
Train Epoch:0 | Loss 4.5396 | NatPrec1 3.779 | NatPrec5 12.536 | Reg term: 0.0 ||:   5%|▌         | 42/782 [00:22<03:11,  3.86it/s]
Train Epoch:0 | Loss 4.5396 | NatPrec1 3.779 | NatPrec5 12.536 | Reg term: 0.0 ||:   5%|▌         | 42/782 [00:22<03:11,  3.86it/s]
